Id,StoreId,NetProfit,StockSize
3834,35,52,42
3835,35,5648,19
3836,35,58,6
3837,35,793,6
3838,35,873,28
3839,35,631,27
3840,35,9271,8
3841,35,39,49
3842,35,935,18
3843,35,7,26
3844,35,514,20
3845,35,62,29
3846,35,394,20
3847,35,16,43
3848,35,436,30
3849,35,46,20
3850,35,61,26
3851,35,3498,36
3852,35,9763,9
3853,35,2,21
3854,35,53,42
3855,35,54,24
3856,35,18,5
3857,35,9741,46
3858,35,28,13
3859,35,3471,5
3860,35,782,50
3861,35,532,42
3862,35,43,42
3863,35,649,5
3864,35,147,27
3865,35,654,11
3866,35,19,34
3867,35,5,8
3868,35,462,32
3869,35,6,16
3870,35,97,46
3871,35,53,24
3872,35,843,50
3873,35,27,32
3874,35,876,15
3875,35,359,21
3876,35,6789,46
3877,35,8746,33
3878,35,941,18
3879,35,92,27
3880,35,58,24
3881,35,1456,44
3882,35,9476,12
3883,35,8415,6
3884,35,2,11
3885,35,435,36
3886,35,2,36
3887,35,1983,47
3888,35,718,48
3889,35,786,16
3890,35,73,41
3891,35,98,12
3892,35,2,36
3893,35,19,33
3894,35,257,39
3895,35,74,14
3896,35,5,9
3897,35,27,46
3898,35,9,13
3899,35,69,33
3900,35,628,16
3901,35,97,8
3902,35,6218,39
3903,35,259,41
3904,35,684,37
3905,35,426,11
3906,35,89,49
3907,35,1,8
3908,35,76,39
3909,35,85,49
3910,36,312,20
3911,36,89,10
3912,36,86,26
3913,36,4678,40
3914,36,34,29
3915,36,926,11
3916,36,98,11
3917,36,521,49
3918,36,248,44
3919,36,32,48
3920,36,24,9
3921,36,723,36
3922,36,9,26
3923,36,42,34
3924,36,1495,22
3925,36,5,25
3926,36,48,48
3927,36,637,49
3928,36,71,28
3929,36,83,20
3930,36,13,30
3931,36,8931,46
3932,36,36,7
3933,36,269,49
3934,36,584,7
3935,36,78,38
3936,36,489,37
3937,36,4,48
3938,36,9863,39
3939,36,4,8
3940,36,894,11
3941,36,496,15
3942,36,54,6
3943,36,19,14
3944,37,763,31
3945,37,24,27
3946,37,35,27
3947,37,681,16
3948,37,38,41
3949,37,52,6
3950,37,421,24
3951,37,18,46
3952,37,269,36
3953,37,5924,8
3954,37,28,37
3955,37,74,7
3956,37,3824,45
3957,37,23,23
3958,37,6548,50
3959,37,198,32
3960,37,218,26
3961,37,25,11
3962,37,412,19
3963,37,51,19
3964,37,13,46
3965,37,21,39
3966,37,47,13
3967,37,39,22
3968,37,6,36
3969,37,892,45
3970,37,5869,31
3971,37,2,25
3972,37,19,9
3973,37,853,18
3974,37,721,31
3975,37,428,12
3976,37,9,11
3977,37,5921,14
3978,37,29,22
3979,37,425,46
3980,37,917,38
3981,37,267,14
3982,37,62,47
3983,37,85,5
3984,37,76,23
3985,37,37,28
3986,37,29,16
3987,37,5492,49
3988,37,19,15
3989,37,9,9
3990,37,2,14
3991,37,42,16
3992,37,9,32
3993,37,524,50
3994,37,38,10
3995,37,594,6
3996,37,962,45
3997,37,7941,41
3998,37,581,14
3999,37,789,39
4000,37,8,36
4001,37,854,16
4002,37,197,28
4003,37,42,48
4004,37,268,9
4005,37,724,12
4006,37,19,6
4007,37,69,29
4008,37,631,41
4009,37,516,39
4010,37,56,28
4011,37,93,33
4012,37,37,20
4013,37,73,26
4014,37,731,21
4015,37,8652,21
4016,37,6314,24
4017,37,714,29
4018,37,954,22
4019,37,153,17
4020,37,52,48
4021,37,248,50
4022,37,47,6
4023,37,54,20
4024,37,69,24
4025,37,364,12
4026,37,937,5
4027,37,73,26
4028,37,6,50
4029,37,43,43
4030,37,6829,8
4031,37,4913,50
4032,37,91,6
4033,37,6,10
4034,37,4715,20
4035,37,1597,38
4036,37,518,16
4037,37,3,30
4038,37,837,31
4039,37,8,38
4040,37,75,31
4041,37,93,25
4042,37,643,15
4043,37,96,21
4044,37,53,43
4045,37,54,26
4046,37,9,17
4047,37,9,50
4048,37,28,39
4049,37,4893,30
4050,37,87,37
4051,37,798,9
4052,37,542,7
4053,37,78,45
4054,37,641,50
4055,37,18,41
4056,37,1,41
4057,37,89,29
4058,37,934,15
4059,37,1,14
4060,37,85,29
4061,37,947,27
4062,37,5,34
4063,37,27,35
4064,37,469,45
4065,37,241,20
4066,37,2,45
4067,37,9128,26
4068,37,8,8
4069,37,4925,41
4070,37,61,49
4071,37,95,24
4072,37,231,6
4073,37,61,39
4074,37,6953,42
4075,37,6425,11
4076,37,98,29
4077,37,719,28
4078,37,6,22
4079,37,927,17
4080,37,861,20
4081,37,84,13
4082,37,71,29
4083,37,8947,43
4084,37,9,27
4085,37,741,5
4086,37,427,35
4087,37,92,45
4088,37,46,41
4089,37,36,24
4090,37,897,26
4091,37,48,48
4092,37,857,49
4093,37,1,40
4094,37,916,18
4095,37,8,31
4096,37,95,12
4097,37,98,6
4098,37,293,7
4099,37,349,21
4100,37,31,23
4101,37,57,33
4102,37,86,10
4103,37,62,5
4104,37,943,6
4105,37,19,6
4106,37,719,39
4107,37,83,46
4108,37,54,17
4109,37,5,32
4110,37,8697,16
4111,37,5369,9
4112,37,398,24
4113,37,49,15
4114,37,69,20
4115,37,523,16
4116,37,673,28
4117,37,62,7
4118,37,58,44
4119,37,461,24
4120,37,72,15
4121,37,7,48
4122,37,742,18
4123,37,1,23
4124,37,5428,19
4125,37,7,25
4126,37,4,49
4127,37,27,20
4128,37,4,46
4129,37,1237,17
4130,37,65,13
4131,37,326,45
4132,37,924,25
4133,37,1,16
4134,37,786,27
4135,37,285,13
4136,37,96,36
4137,37,7,5
4138,37,28,42
4139,37,754,5
4140,37,65,31
4141,37,562,11
4142,37,97,39
4143,37,6,16
4144,37,4,11
4145,37,7618,38
4146,37,62,39
4147,37,3,11
4148,37,98,33
4149,37,395,36
4150,37,9723,25
4151,37,43,44
4152,37,291,20
4153,37,12,23
4154,37,83,12
4155,37,814,33
4156,37,4,28
4157,37,94,10
4158,37,89,11
4159,37,13,31
4160,37,58,42
4161,37,72,37
4162,37,13,31
4163,37,37,13
4164,37,81,15
4165,37,5,22
4166,37,357,5
4167,37,839,33
4168,37,918,9
4169,37,7,17
4170,37,714,19
4171,37,2,46
4172,37,2,23
4173,37,76,7
4174,37,9635,22
4175,37,375,5
4176,37,32,18
4177,37,97,30
4178,37,3,15
4179,37,16,46
4180,37,85,17
4181,37,42,12
4182,37,2,9
4183,37,8,31
4184,37,39,32
4185,37,41,23
4186,37,215,17
4187,37,49,33
4188,37,8,14
4189,37,4,7
4190,37,528,29
4191,37,154,7
4192,37,42,7
4193,37,67,47
4194,37,672,19
4195,37,19,32
4196,37,7,29
4197,37,27,48
4198,37,25,25
4199,37,72,46
4200,37,598,23
4201,37,71,30
4202,37,827,47
4203,37,9,17
4204,37,12,11
4205,37,63,32
4206,37,5,6
4207,37,923,28
4208,37,97,34
4209,37,364,18
4210,37,689,30
4211,37,24,29
4212,37,531,28
4213,37,7369,49
4214,38,578,13
4215,38,14,50
4216,38,948,10
4217,38,713,11
4218,38,46,32
4219,38,9821,37
4220,38,3254,8
4221,38,54,16
4222,38,731,21
4223,38,794,20
4224,38,136,10
4225,38,2,48
4226,38,8749,36
4227,38,6349,28
4228,38,173,20
4229,38,675,50
4230,38,836,50
4231,38,8,8
4232,38,4,39
4233,38,584,29
4234,38,37,41
4235,38,756,32
4236,38,172,6
4237,38,61,20
4238,38,6,34
4239,38,412,28
4240,38,863,46
4241,38,8,22
4242,38,219,26
4243,38,7946,47
4244,38,948,40
4245,38,254,43
4246,38,39,32
4247,38,5,37
4248,38,64,30
4249,38,5,24
4250,38,97,39
4251,38,2794,20
4252,38,936,12
4253,38,65,23
4254,38,874,21
4255,38,762,25
4256,38,36,28
4257,38,692,47
4258,38,4963,19
4259,38,72,42
4260,38,8247,37
4261,38,9325,7
4262,38,39,16
4263,38,31,11
4264,38,5362,32
4265,38,79,31
4266,38,36,37
4267,38,6,24
4268,38,7326,17
4269,38,7186,9
4270,38,6,34
4271,38,45,48
4272,38,48,18
4273,38,83,20
4274,38,6794,48
4275,38,86,42
4276,38,3,46
4277,38,123,43
4278,38,1,48
4279,38,629,40
4280,38,376,5
4281,38,7,13
4282,38,62,42
4283,38,637,10
4284,38,736,19
4285,38,754,35
4286,38,84,36
4287,38,67,42
4288,38,47,40
4289,38,62,24
4290,38,84,19
4291,38,62,26
4292,38,97,31
4293,38,64,17
4294,38,9,30
4295,38,47,30
4296,38,9627,40
4297,38,6,24
4298,38,91,43
4299,38,462,15
4300,38,5,28
4301,38,4,34
4302,38,75,39
4303,38,1,21
4304,38,798,8
4305,38,61,18
4306,38,673,14
4307,38,95,19
4308,38,8,38
4309,38,76,30
4310,38,125,6
4311,38,27,8
4312,38,61,31
4313,38,425,15
4314,38,9,19
4315,38,267,41
4316,38,291,13
4317,38,86,43
4318,38,61,40
4319,38,9714,39
4320,38,5,32
4321,38,49,35
4322,38,487,41
4323,38,28,48
4324,38,931,36
4325,38,48,21
4326,38,51,9
4327,38,4,17
4328,38,4,46
4329,38,36,38
4330,38,573,30
4331,38,1,31
4332,38,7,48
4333,38,413,44
4334,38,5421,17
4335,38,762,12
4336,38,624,34
4337,38,67,42
4338,38,27,20
4339,38,158,46
4340,38,7,14
4341,38,7,45
4342,38,63,42
4343,38,398,20
4344,38,82,7
4345,38,736,41
4346,38,16,45
4347,38,27,25
4348,38,5,22
4349,38,61,10
4350,38,9538,46
4351,38,267,26
4352,38,3,43
4353,38,16,28
4354,38,36,34
4355,38,31,24
4356,38,5,7
4357,38,691,43
4358,38,6,33
4359,38,87,37
4360,38,736,12
4361,38,415,20
4362,38,17,13
4363,38,712,8
4364,38,723,33
4365,38,2,12
4366,38,15,21
4367,38,83,44
4368,38,625,13
4369,38,4,27
4370,38,427,6
4371,38,3,29
4372,38,92,12
4373,38,82,32
4374,38,15,35
4375,38,15,23
4376,38,3,42
4377,38,149,46
4378,38,619,50
4379,38,4386,7
4380,38,23,10
4381,38,1328,30
4382,38,8,24
4383,38,65,12
4384,38,281,48
4385,38,89,50
4386,38,73,46
4387,38,28,22
4388,38,245,22
4389,38,6842,32
4390,38,43,37
4391,39,2467,41
4392,39,13,34
4393,39,16,17
4394,39,384,49
4395,39,31,39
4396,39,798,16
4397,39,51,10
4398,39,28,27
4399,39,43,50
4400,39,2538,16
4401,39,78,21
4402,39,5683,42
4403,39,76,12
4404,39,4,10
4405,39,52,31
4406,39,4,21
4407,39,482,37
4408,39,82,48
4409,39,43,49
4410,39,768,46
4411,39,3789,23
4412,39,96,24
4413,39,965,31
4414,39,5246,11
4415,39,8,49
4416,39,53,38
4417,39,72,22
4418,39,743,34
4419,39,395,35
4420,39,47,20
4421,39,43,32
4422,39,39,10
4423,39,23,47
4424,39,271,16
4425,39,5,10
4426,39,35,41
4427,39,16,45
4428,39,14,49
4429,39,84,26
4430,39,39,14
4431,39,17,50
4432,39,246,42
4433,39,45,34
4434,39,3,12
4435,39,67,50
4436,39,78,30
4437,39,59,26
4438,39,8,49
4439,39,2,42
4440,39,54,25
4441,39,1946,22
4442,39,387,32
4443,39,987,25
4444,39,64,24
4445,39,89,13
4446,39,71,9
4447,39,982,45
4448,39,7,11
4449,39,68,6
4450,39,37,33
4451,39,175,10
4452,39,83,26
4453,39,1,26
4454,39,76,25
4455,39,9,34
4456,39,35,33
4457,39,4,30
4458,39,831,39
4459,39,231,42
4460,39,1582,41
4461,39,289,34
4462,39,367,46
4463,39,961,47
4464,39,6,20
4465,39,3,21
4466,39,1,11
4467,39,8,12
4468,39,5,33
4469,39,457,33
4470,39,59,36
4471,39,926,31
4472,39,98,20
4473,39,584,10
4474,39,61,9
4475,39,13,31
4476,39,649,46
4477,39,25,46
4478,39,352,22
4479,39,285,40
4480,39,84,30
4481,39,46,42
4482,39,89,19
4483,39,398,40
4484,39,6928,8
4485,39,376,40
4486,39,65,6
4487,39,87,15
4488,39,5,36
4489,39,14,10
4490,39,4,40
4491,39,896,33
4492,39,584,45
4493,39,768,24
4494,39,5,11
4495,39,675,18
4496,39,258,24
4497,39,7,34
4498,39,518,15
4499,39,1598,14
4500,39,1,18
4501,39,49,41
4502,39,41,32
4503,39,7,9
4504,39,1,43
4505,39,5491,32
4506,39,826,41
4507,39,496,13
4508,39,4,5
4509,39,83,15
4510,39,6291,15
4511,39,46,37
4512,39,547,36
4513,39,61,34
4514,39,4,10
4515,39,982,45
4516,39,4,20
4517,39,7,21
4518,39,257,26
4519,39,37,23
4520,39,25,26
4521,39,752,41
4522,39,867,10
4523,39,12,26
4524,39,7,40
4525,39,568,15
4526,39,76,50
4527,39,152,12
4528,39,83,31
4529,39,8624,33
4530,39,593,27
4531,39,7,6
4532,39,51,25
4533,39,81,33
4534,39,3,49
4535,39,57,43
4536,39,931,26
4537,39,465,33
4538,39,71,49
4539,39,31,47
4540,39,4951,29
4541,39,67,26
4542,39,46,8
4543,39,671,21
4544,39,17,42
4545,39,81,33
4546,39,2,21
4547,39,63,36
4548,39,2596,31
4549,39,1,43
4550,39,294,50
4551,39,564,48
4552,39,142,18
4553,39,831,14
4554,39,81,22
4555,39,58,29
4556,39,2397,21
4557,39,231,48
4558,39,9813,22
4559,39,9321,19
4560,39,8,28
4561,39,9568,20
4562,39,258,18
4563,39,7512,14
4564,39,4,18
4565,39,8714,27
4566,39,482,46
4567,39,65,31
4568,39,24,50
4569,39,32,9
4570,39,2,25
4571,39,65,44
4572,39,417,49
4573,39,6324,29
4574,39,46,29
4575,39,162,5
4576,39,52,13
4577,39,956,50
4578,39,732,40
4579,39,597,18
4580,39,82,29
4581,39,92,8
4582,39,5,5
4583,39,27,25
4584,39,187,18
4585,39,5,48
4586,39,13,12
4587,39,768,30
4588,39,458,6
4589,39,3,31
4590,39,8531,32
4591,39,891,45
4592,39,87,44
4593,39,918,10
4594,39,653,26
4595,39,84,23
4596,39,26,47
4597,39,68,22
4598,39,87,14
4599,39,1643,39
4600,39,26,32
4601,39,14,16
4602,39,26,32
4603,39,5248,23
4604,39,8572,19
4605,39,83,42
4606,39,912,9
4607,39,21,12
4608,39,349,20
4609,39,317,24
4610,39,54,36
4611,39,831,32
4612,39,51,30
4613,39,73,5
4614,39,7493,37
4615,39,39,10
4616,39,69,47
4617,39,6,20
4618,39,39,28
4619,39,78,13
4620,39,2,32
4621,39,1847,25
4622,39,27,32
4623,39,657,35
4624,39,617,28
4625,39,931,28
4626,39,1,29
4627,39,83,19
4628,39,81,35
4629,39,97,25
4630,39,6,35
4631,39,459,13
4632,39,348,30
4633,39,47,24
4634,40,21,44
4635,40,45,35
4636,40,958,9
4637,40,279,26
4638,40,19,39
4639,40,93,8
4640,40,936,20
4641,40,9,43
4642,40,84,49
4643,40,96,27
4644,40,45,44
4645,40,463,44
4646,40,3,12
4647,40,195,38
4648,40,5412,7
4649,40,81,17
4650,40,74,11
4651,40,96,11
4652,40,1,19
4653,40,5,46
4654,40,279,21
4655,40,58,20
4656,40,25,12
4657,40,72,49
4658,40,8639,21
4659,40,594,40
4660,40,2,21
4661,40,43,26
4662,40,1,13
4663,40,375,40
4664,40,7934,5
4665,40,8,10
4666,40,59,48
4667,40,45,8
4668,40,7,6
4669,40,67,31
4670,40,4532,23
4671,40,91,16
4672,40,7318,30
4673,40,479,7
4674,40,3491,47
4675,40,9,39
4676,40,82,32
4677,40,89,24
4678,40,461,50
4679,40,564,12
4680,40,512,32
4681,40,3927,50
4682,40,2316,14
4683,40,2,26
4684,40,31,39
4685,40,521,5
4686,40,2,11
4687,40,759,31
4688,40,64,19
4689,40,5,7
4690,40,57,19
4691,40,935,46
4692,40,4,43
4693,40,761,38
4694,40,3,39
4695,40,87,33
4696,40,2387,46
4697,40,94,5
4698,40,26,39
4699,40,912,14
4700,40,38,16
4701,40,1892,6
4702,40,98,17
4703,40,62,6
4704,40,54,28
4705,40,782,43
4706,40,4963,47
4707,40,46,30
4708,40,937,37
4709,40,48,31
4710,40,34,13
4711,40,43,19
4712,40,12,46
4713,40,685,6
4714,40,397,34
4715,40,87,11
4716,40,2687,39
4717,40,4192,50
4718,40,14,19
4719,40,18,32
4720,40,87,13
4721,40,7,13
4722,40,83,44
4723,40,291,25
4724,40,842,45
4725,40,14,7
4726,40,3,29
4727,40,61,37
4728,40,97,39
4729,40,3719,22
4730,40,5,35
4731,40,87,9
4732,40,621,43
4733,40,1278,44
4734,40,94,19
4735,40,96,25
4736,40,41,22
4737,40,74,24
4738,40,5,29
4739,40,567,16
4740,40,854,37
4741,40,9,5
4742,40,15,39
4743,40,47,19
4744,40,65,31
4745,40,7,6
4746,40,69,44
4747,40,41,19
4748,40,275,28
4749,40,9478,14
4750,40,94,44
4751,40,43,23
4752,40,852,35
4753,40,5,16
4754,40,126,5
4755,40,936,44
4756,40,79,18
4757,40,18,18
4758,40,3,33
4759,40,678,27
4760,40,617,29
4761,40,921,40
4762,40,431,16
4763,40,123,43
4764,40,79,7
4765,40,3,36
4766,40,832,39
4767,40,491,29
4768,40,361,25
4769,40,7,45
4770,40,5921,28
4771,40,92,18
4772,40,14,11
4773,40,8529,18
4774,40,69,33
4775,40,675,39
4776,40,41,39
4777,40,19,21
4778,40,91,10
4779,40,6857,50
4780,40,4,38
4781,40,34,47
4782,40,73,29
4783,40,6,36
4784,40,93,27
4785,40,752,50
4786,40,95,46
4787,40,2198,15
4788,40,86,44
4789,41,3624,15
4790,41,74,6
4791,41,8249,14
4792,41,9734,39
4793,41,64,19
4794,41,7219,23
4795,41,357,47
4796,41,437,28
4797,41,518,24
4798,42,624,25
4799,42,36,36
4800,42,942,10
4801,42,14,22
4802,42,83,7
4803,42,617,44
4804,42,78,22
4805,42,48,41
4806,42,594,14
4807,42,2187,12
4808,42,78,42
4809,42,28,39
4810,42,26,14
4811,42,432,25
4812,42,1,14
4813,42,72,22
4814,42,659,5
4815,42,45,13
4816,42,75,47
4817,42,35,18
4818,42,5876,33
4819,42,842,11
4820,42,34,34
4821,42,26,49
4822,42,76,9
4823,42,983,47
4824,42,2,42
4825,42,28,30
4826,42,569,8
4827,42,691,27
4828,42,842,22
4829,42,96,41
4830,42,7,15
4831,42,639,29
4832,42,1,18
4833,42,126,43
4834,42,827,26
4835,42,456,11
4836,42,4359,32
4837,42,725,28
4838,42,3,18
4839,42,7,30
4840,42,286,37
4841,42,26,17
4842,42,2,25
4843,42,543,17
4844,42,5748,13
4845,42,19,46
4846,42,763,46
4847,42,312,36
4848,42,8392,6
4849,42,71,45
4850,42,51,23
4851,42,16,24
4852,42,8,19
4853,42,271,10
4854,42,6582,33
4855,42,19,35
4856,42,16,37
4857,42,493,17
4858,42,19,29
4859,42,9,49
4860,42,964,36
4861,42,79,41
4862,42,653,50
4863,42,412,37
4864,42,4192,21
4865,42,5,35
4866,42,38,48
4867,42,816,40
4868,42,79,21
4869,42,5147,36
4870,42,4285,50
4871,42,14,17
4872,42,69,39
4873,42,5,33
4874,42,754,17
4875,42,16,24
4876,42,7928,21
4877,42,25,5
4878,42,94,8
4879,42,67,7
4880,42,1596,16
4881,42,6,39
4882,42,4,8
4883,42,2386,11
4884,42,693,49
4885,42,4538,13
4886,42,6134,27
4887,42,94,18
4888,42,79,33
4889,42,73,9
4890,42,3,9
4891,42,486,46
4892,42,83,17
4893,42,825,21
4894,42,587,15
4895,42,759,41
4896,42,627,9
4897,42,2984,35
4898,42,824,27
4899,42,4,49
4900,42,1978,39
4901,42,76,21
4902,42,93,16
4903,42,975,33
4904,42,1,11
4905,42,62,5
4906,42,153,38
4907,42,274,13
4908,42,96,29
4909,42,9128,12
4910,42,172,29
4911,42,517,12
4912,42,329,50
4913,42,172,15
4914,42,359,22
4915,42,684,33
4916,42,52,13
4917,42,4,38
4918,42,3,32
4919,42,87,49
4920,42,763,5
4921,42,36,22
4922,42,867,15
4923,42,34,33
4924,42,781,13
4925,42,47,6
4926,42,3,23
4927,42,82,13
4928,42,4,34
4929,42,56,40
4930,42,71,50
4931,42,4,10
4932,42,69,42
4933,42,4,36
4934,42,32,36
4935,42,16,9
4936,42,194,31
4937,42,17,28
4938,42,348,17
4939,42,483,36
4940,42,9451,35
4941,42,627,35
4942,42,4,12
4943,42,9,12
4944,42,45,42
4945,42,95,6
4946,42,35,31
4947,42,98,41
4948,42,71,35
4949,42,24,18
4950,42,145,42
4951,42,549,31
4952,42,642,21
4953,42,97,39
4954,42,3,12
4955,42,13,28
4956,42,23,30
4957,42,467,21
4958,42,892,17
4959,42,81,22
4960,42,8,9
4961,42,74,17
4962,42,74,20
4963,42,8397,12
4964,42,297,19
4965,42,96,11
4966,42,49,50
4967,42,64,26
4968,42,9457,35
4969,42,412,5
4970,42,48,26
4971,42,38,16
4972,42,687,46
4973,42,854,11
4974,42,7,38
4975,42,39,24
4976,42,43,34
4977,42,37,37
4978,42,16,44
4979,42,95,26
4980,42,4625,41
4981,42,765,6
4982,42,62,9
4983,42,516,6
4984,42,697,45
4985,42,34,47
4986,42,319,46
4987,42,9138,49
4988,42,56,39
4989,42,693,48
4990,42,81,23
4991,42,24,44
4992,42,65,47
4993,42,6428,32
4994,42,958,43
4995,42,14,6
4996,42,9874,14
4997,42,3796,20
4998,42,7386,29
4999,42,28,47
5000,42,2,18
5001,42,983,44
5002,42,879,15
5003,42,74,41
5004,42,365,33
5005,42,59,10
5006,42,659,5
5007,42,7841,12
5008,42,728,23
5009,42,7,47
5010,42,1,39
5011,42,821,42
5012,42,85,50
5013,42,5,16
5014,42,5,18
5015,42,5,22
5016,42,429,6
5017,42,826,18
5018,42,87,45
5019,42,18,39
5020,42,9,48
5021,42,23,34
5022,42,43,28
5023,42,734,30
5024,42,713,22
5025,42,96,18
5026,42,248,15
5027,42,926,45
5028,42,132,36
5029,42,38,29
5030,42,9425,46
5031,42,71,41
5032,42,62,12
5033,42,896,13
5034,42,4,15
5035,42,9741,46
5036,42,4769,18
5037,42,597,6
5038,42,61,46
5039,42,76,34
5040,42,25,8
5041,42,61,12
5042,42,74,43
5043,42,1,24
5044,42,254,45
5045,42,79,26
5046,42,937,26
5047,42,78,40
5048,42,72,25
5049,42,5,26
5050,42,5981,33
5051,42,8,49
5052,42,183,29
5053,42,51,13
5054,42,3954,19
5055,42,5164,44
5056,42,71,21
5057,42,46,28
5058,42,651,16
5059,42,38,14
5060,42,43,16
5061,42,293,21
5062,42,85,29
5063,42,16,16
5064,42,8251,36
5065,42,25,30
5066,42,9273,25
5067,42,4298,44
5068,42,697,28
5069,42,98,43
5070,42,42,31
5071,42,589,33
5072,42,435,42
5073,42,3,10
5074,42,953,28
5075,42,63,46
5076,42,4,30
5077,42,596,12
5078,42,841,38
5079,42,539,11
5080,42,39,16
5081,42,74,11
5082,42,65,34
5083,42,87,46
5084,42,893,33
5085,42,913,47
5086,42,841,38
5087,42,49,32
5088,42,416,41
5089,42,31,12
5090,42,47,43
5091,42,24,19
5092,42,36,32
5093,42,7194,29
5094,42,59,46
5095,42,3,8
5096,42,275,14
5097,43,49,23
5098,43,71,24
5099,43,73,45
5100,43,96,12
5101,43,952,30
5102,43,4298,19
5103,43,37,16
5104,43,65,50
5105,43,296,29
5106,43,5,21
5107,43,182,48
5108,43,68,29
5109,43,4537,41
5110,43,68,16
5111,43,68,35
5112,43,23,14
5113,43,61,42
5114,43,42,9
5115,43,386,22
5116,43,18,41
5117,43,18,38
5118,43,45,14
5119,43,2,22
5120,43,259,30
5121,43,673,11
5122,43,51,45
5123,43,432,30
5124,43,93,6
5125,43,96,38
5126,43,15,11
5127,43,6,24
5128,43,3,31
5129,43,68,48
5130,43,8375,11
5131,43,9621,10
5132,43,36,48
5133,43,694,36
5134,43,64,25
5135,43,129,39
5136,43,8965,22
5137,43,7914,47
5138,43,59,8
5139,43,75,19
5140,43,7453,30
5141,43,21,48
5142,43,1,43
5143,43,5,24
5144,43,945,25
5145,43,5,45
5146,43,498,48
5147,43,6572,19
5148,43,45,31
5149,43,52,48
5150,43,6,37
5151,43,4,10
5152,43,189,34
5153,43,2578,39
5154,43,48,33
5155,43,97,34
5156,43,53,48
5157,43,1,41
5158,43,273,24
5159,43,9,17
5160,43,8,11
5161,43,92,14
5162,43,1293,10
5163,43,52,25
5164,43,92,25
5165,43,6,10
5166,43,32,17
5167,43,28,23
5168,43,759,43
5169,43,128,21
5170,43,2473,9
5171,43,1,30
5172,43,9,9
5173,43,164,27
5174,43,431,27
5175,43,6215,13
5176,43,2,9
5177,43,3,48
5178,43,4362,6
5179,43,3,31
5180,43,2,5
5181,43,58,40
5182,43,84,36
5183,43,463,48
5184,43,1,27
5185,43,1,33
5186,43,7,11
5187,43,214,33
5188,43,85,16
5189,43,29,6
5190,43,247,50
5191,43,5,35
5192,43,826,50
5193,43,329,8
5194,43,3954,28
5195,43,452,47
5196,43,84,22
5197,43,475,27
5198,44,12,36
5199,44,918,17
5200,44,941,23
5201,44,4935,12
5202,44,5,22
5203,44,7,9
5204,44,65,34
5205,44,46,21
5206,44,81,46
5207,44,6,19
5208,44,814,49
5209,44,235,18
5210,44,48,11
5211,44,68,24
5212,45,436,42
5213,45,8623,47
5214,45,39,42
5215,45,98,32
5216,45,8,40
5217,45,16,12
5218,45,846,40
5219,45,8,35
5220,45,62,7
5221,45,645,42
5222,45,815,14
5223,45,75,36
5224,45,854,13
5225,45,67,47
5226,45,879,28
5227,45,82,25
5228,45,67,47
5229,45,95,7
5230,45,9617,44
5231,45,69,20
5232,45,23,43
5233,45,2,14
5234,45,25,21
5235,45,945,11
5236,45,71,17
5237,45,2,17
5238,45,853,41
5239,45,691,43
5240,45,42,25
5241,45,576,50
5242,45,725,8
5243,45,68,22
5244,45,14,9
5245,45,26,50
5246,45,7498,39
5247,45,78,38
5248,45,73,17
5249,45,34,14
5250,45,682,18
5251,45,82,37
5252,45,1,13
5253,45,9,20
5254,45,9245,49
5255,45,9,34
5256,45,8,31
5257,45,173,32
5258,45,86,16
5259,45,1943,19
5260,45,6,12
5261,45,72,27
5262,45,27,6
5263,45,516,50
5264,45,271,21
5265,45,49,21
5266,45,1,19
5267,45,2,13
5268,45,39,50
5269,45,734,50
5270,45,82,20
5271,45,6548,37
5272,45,398,30
5273,45,73,27
5274,45,79,14
5275,45,34,29
5276,45,4,9
5277,45,47,41
5278,45,4,10
5279,45,816,27
5280,45,3574,6
5281,45,15,46
5282,45,14,16
5283,45,5,30
5284,45,6327,13
5285,45,41,8
5286,45,18,21
5287,45,76,9
5288,45,49,35
5289,45,258,44
5290,45,4729,49
5291,45,45,29
5292,45,13,11
5293,45,39,33
5294,45,348,18
5295,45,7986,44
5296,45,3289,46
5297,45,5427,37
5298,45,9721,38
5299,45,9518,14
5300,45,83,14
5301,45,215,28
5302,45,5238,40
5303,45,5462,20
5304,45,347,32
5305,45,4,47
5306,45,7,49
5307,45,17,45
5308,45,26,14
5309,45,964,39
5310,45,3,35
5311,45,81,33
5312,45,51,46
5313,45,831,50
5314,45,69,34
5315,45,75,8
5316,45,26,10
5317,45,489,9
5318,45,346,14
5319,45,325,45
5320,45,19,32
5321,45,39,19
5322,45,517,43
5323,45,74,47
5324,45,53,17
5325,45,8,32
5326,45,398,18
5327,45,897,16
5328,45,2,12
5329,45,45,7
5330,45,4,39
5331,45,15,46
5332,45,9,21
5333,45,5,27
5334,45,4536,27
5335,45,684,33
5336,45,5,35
5337,45,63,49
5338,45,4,23
5339,45,15,20
5340,45,482,42
5341,45,87,9
5342,45,149,15
5343,45,147,29
5344,45,621,19
5345,45,6,12
5346,45,63,50
5347,45,2351,41
5348,45,754,23
5349,45,2,33
5350,45,34,24
5351,45,32,23
5352,45,5,17
5353,45,59,9
5354,45,13,47
5355,45,6,20
5356,45,9,9
5357,45,76,42
5358,45,74,17
5359,45,758,20
5360,45,23,18
5361,45,932,11
5362,45,297,21
5363,45,19,28
5364,45,51,30
5365,45,21,38
