Id,StoreId,ManagementLevel,Salary
3041,27,38,35771
3042,27,37,25919
3043,27,36,38735
3044,27,35,19545
3045,27,35,43545
3046,27,33,32391
3047,27,32,46115
3048,27,31,44756
3049,27,30,19687
3050,27,29,12196
3051,27,29,49492
3052,27,27,45643
3053,27,26,22794
3054,27,25,28642
3055,27,24,39818
3056,27,23,14451
3057,27,23,46961
3058,27,21,45245
3059,27,20,4246
3060,27,19,14334
3061,27,18,18618
3062,27,17,1419
3063,27,17,9312
3064,27,15,19319
3065,27,14,1683
3066,27,13,11991
3067,27,12,35191
3068,27,11,31579
3069,27,11,32228
3070,27,9,27431
3071,27,8,18965
3072,27,7,11476
3073,27,6,21414
3074,27,5,37765
3075,27,5,38459
3076,27,3,11552
3077,27,2,7641
3078,27,1,33875
3079,27,1,49211
3080,27,1,1999
3081,27,2,5747
3082,27,1,4191
3083,27,1,37121
3084,27,1,15188
3085,27,1,32582
3086,27,1,31853
3087,27,2,35427
3088,27,1,26134
3089,27,1,26811
3090,27,1,5529
3091,27,1,6872
3092,27,1,5144
3093,27,2,24349
3094,27,1,13283
3095,27,1,14714
3096,27,1,47128
3097,27,1,6577
3098,27,1,39751
3099,27,2,11753
3100,27,1,27238
3101,27,1,32696
3102,27,1,19556
3103,27,1,11246
3104,27,1,28725
3105,27,2,18397
3106,27,1,29782
3107,27,1,34522
3108,27,1,12955
3109,27,1,1389
3110,27,1,9448
3111,27,2,32457
3112,27,1,27985
3113,27,1,11475
3114,27,1,19412
3115,27,1,24337
3116,27,1,17378
3117,27,2,31832
3118,27,1,18491
3119,27,1,45297
3120,27,1,1419
3121,27,1,2228
3122,27,1,24952
3123,27,2,5567
3124,27,1,18348
3125,27,1,46278
3126,27,1,36697
3127,27,1,24923
3128,27,1,44874
3129,27,2,43292
3130,27,1,23735
3131,27,1,34217
3132,27,1,19819
3133,27,1,46435
3134,27,1,34338
3135,27,2,36984
3136,27,1,29584
3137,27,1,45321
3138,27,1,5357
3139,27,1,15637
3140,27,1,19591
3141,27,2,18768
3142,27,1,33538
3143,27,1,35848
3144,27,1,19446
3145,27,1,23521
3146,27,1,21791
3147,27,2,43963
3148,27,1,49837
3149,27,1,6327
3150,27,1,23955
3151,27,1,23735
3152,27,1,26794
3153,27,2,5541
3154,27,1,9127
3155,27,1,34864
3156,27,1,21373
3157,27,1,41887
3158,27,1,49998
3159,27,2,11554
3160,27,1,41459
3161,27,1,43128
3162,27,1,42729
3163,27,1,11262
3164,27,1,21564
3165,27,2,38775
3166,27,1,36667
3167,27,1,45529
3168,27,1,34472
3169,27,1,29766
3170,27,1,23917
3171,27,2,29575
3172,27,1,33914
3173,27,1,44747
3174,27,1,38626
3175,27,1,33863
3176,27,1,8876
3177,27,2,8698
3178,27,1,25698
3179,27,1,21671
3180,27,1,34871
3181,27,1,22916
3182,27,1,49398
3183,27,2,43213
3184,27,1,42465
3185,27,1,38954
3186,27,1,29269
3187,27,1,17225
3188,27,1,35714
3189,27,2,34837
3190,27,1,11633
3191,27,1,32331
3192,27,1,41455
3193,27,1,2949
3194,27,1,39891
3195,27,2,3538
3196,27,1,3449
3197,27,1,17542
3198,27,1,49246
3199,27,1,49946
3200,27,1,11389
3201,27,2,26761
3202,27,1,49174
3203,27,1,16693
3204,27,1,41446
3205,27,1,37262
3206,27,1,43693
3207,27,2,5269
3208,27,1,41932
3209,27,1,1498
3210,27,1,26561
3211,27,1,46665
3212,27,1,29716
3213,27,2,38564
3214,27,1,42977
3215,27,1,45971
3216,27,1,48163
3217,27,1,26656
3218,27,1,39559
3219,27,2,34838
3220,27,1,1191
3221,27,1,12273
3222,27,1,19554
3223,27,1,5352
3224,27,1,35779
3225,27,2,6966
3226,27,1,6174
3227,27,1,26153
3228,27,1,47816
3229,27,1,28149
3230,27,1,5923
3231,27,2,25235
3232,27,1,19971
3233,27,1,48487
3234,27,1,14916
3235,27,1,5955
3236,27,1,22166
3237,27,2,6657
3238,27,1,13455
3239,27,1,22678
3240,27,1,32954
3241,27,1,32251
3242,27,1,19615
3243,27,2,25674
3244,27,1,35161
3245,27,1,26226
3246,27,1,5928
3247,27,1,19647
3248,27,1,7444
3249,27,2,27928
3250,27,1,1457
3251,27,1,42126
3252,27,1,35293
3253,27,1,28282
3254,27,1,21644
3255,27,2,5753
3256,27,1,41751
3257,27,1,21468
3258,27,1,3354
3259,27,1,37241
3260,27,1,6247
3261,27,2,7359
3262,27,1,38475
3263,27,1,34612
3264,27,1,44918
3265,27,1,45297
3266,27,1,32829
3267,27,2,11243
3268,27,1,47134
3269,27,1,36112
3270,27,1,12641
3271,27,1,18245
3272,27,1,17568
3273,27,2,34477
3274,27,1,36886
3275,27,1,9463
3276,27,1,2622
3277,27,1,15951
3278,27,1,5523
3279,27,2,8869
3280,27,1,33953
3281,27,1,34711
3282,27,1,3925
3283,27,1,2272
3284,27,1,9728
3285,27,2,14998
3286,27,1,33783
3287,27,1,32455
3288,27,1,8265
3289,27,1,31886
3290,27,1,31248
3291,27,2,23115
3292,27,1,35725
3293,27,1,12646
3294,27,1,12439
3295,27,1,14514
3296,27,1,8574
3297,27,2,19467
3298,27,1,38944
3299,27,1,34168
3300,27,1,1978
3301,27,1,37394
3302,27,1,33914
3303,27,2,22265
3304,27,1,8384
3305,27,1,27567
3306,27,1,18688
3307,27,1,23425
3308,27,1,45684
3309,28,12,8199
3310,28,10,14823
3311,28,9,42886
3312,28,8,13298
3313,28,7,24152
3314,28,6,28839
3315,28,5,9538
3316,28,4,7369
3317,28,4,19743
3318,28,2,39561
3319,28,1,21428
3320,28,1,12332
3321,28,1,41462
3322,28,1,14896
3323,28,1,47539
3324,28,1,26663
3325,28,2,8973
3326,28,1,39921
3327,28,1,48877
3328,28,1,36358
3329,28,1,33757
3330,28,1,21119
3331,28,1,35673
3332,28,1,2943
3333,28,2,45829
3334,28,1,32143
3335,28,1,36856
3336,28,1,3131
3337,28,1,47163
3338,28,1,18185
3339,28,1,33395
3340,28,1,18832
3341,28,2,33794
3342,28,1,49523
3343,28,1,32396
3344,28,1,17451
3345,28,1,48163
3346,28,1,8462
3347,28,1,42534
3348,28,1,6976
3349,28,2,25214
3350,28,1,22528
3351,28,1,46286
3352,28,1,23654
3353,28,1,11331
3354,28,1,5698
3355,28,1,26891
3356,28,1,4642
3357,28,2,18353
3358,28,1,19124
3359,28,1,37866
3360,28,1,28258
3361,28,1,28398
3362,28,1,26695
3363,28,1,33982
3364,28,1,32653
3365,28,2,25733
3366,28,1,33178
3367,28,1,2442
3368,28,1,1622
3369,28,1,33926
3370,28,1,16425
3371,28,1,11144
3372,28,1,6135
3373,28,2,21385
3374,28,1,48454
3375,28,1,22942
3376,28,1,37571
3377,28,1,3654
3378,28,1,35632
3379,28,1,21776
3380,28,1,38926
3381,28,2,48591
3382,28,1,44947
3383,28,1,2871
3384,28,1,38657
3385,28,1,5554
3386,28,1,28742
3387,28,1,45873
3388,28,1,44193
3389,28,2,34893
3390,28,1,21597
3391,29,9,6134
3392,29,7,39277
3393,29,6,17935
3394,29,5,43116
3395,29,4,14353
3396,29,3,41126
3397,29,2,35184
3398,29,1,46293
3399,29,1,27868
3400,29,1,39792
3401,29,1,49556
3402,29,1,6945
3403,29,1,37536
3404,29,2,32383
3405,29,1,39577
3406,29,1,41878
3407,29,1,3935
3408,29,1,8853
3409,29,1,14715
3410,29,1,27744
3411,29,1,5253
3412,29,1,13417
3413,29,1,31877
3414,29,1,13621
3415,29,1,32584
3416,29,1,13135
3417,29,2,25994
3418,29,1,32563
3419,29,1,19758
3420,29,1,14697
3421,29,1,24524
3422,29,1,29254
3423,29,1,31898
3424,29,1,3584
3425,29,1,14732
3426,29,1,35969
3427,29,1,9657
3428,29,1,2642
3429,29,1,1851
3430,29,2,45898
3431,29,1,42447
3432,29,1,11223
3433,29,1,16525
3434,29,1,14679
3435,29,1,17129
3436,29,1,44696
3437,29,1,22715
3438,29,1,11687
3439,29,1,24136
3440,29,1,23466
3441,29,1,41173
3442,29,1,39683
3443,29,2,16618
3444,29,1,3617
3445,29,1,32715
3446,29,1,42951
3447,29,1,36839
3448,29,1,16563
3449,29,1,41591
3450,29,1,17627
3451,29,1,33482
3452,29,1,14195
3453,29,1,12311
3454,29,1,2968
3455,29,1,7414
3456,29,2,38317
3457,29,1,32266
3458,29,1,29943
3459,29,1,15819
3460,29,1,21951
3461,29,1,34625
3462,29,1,9145
3463,29,1,46365
3464,29,1,47226
3465,29,1,37169
3466,29,1,43865
3467,29,1,17436
3468,29,1,3944
3469,29,2,35988
3470,29,1,23843
3471,29,1,34318
3472,29,1,18594
3473,29,1,25544
3474,29,1,24269
3475,29,1,32783
3476,29,1,35468
3477,29,1,33694
3478,29,1,45487
3479,29,1,37894
3480,29,1,16125
3481,29,1,49734
3482,29,2,45399
3483,29,1,22747
3484,29,1,27382
3485,29,1,2945
3486,29,1,41345
3487,30,29,23956
3488,30,27,16725
3489,30,26,31972
3490,30,25,27538
3491,30,24,8888
3492,30,23,28153
3493,30,22,33683
3494,30,21,32967
3495,30,20,26674
3496,30,19,38672
3497,30,19,4845
3498,30,17,46767
3499,30,16,28296
3500,30,15,32858
3501,30,14,49851
3502,30,13,12624
3503,30,12,45186
3504,30,11,28454
3505,30,10,14741
3506,30,9,24258
3507,30,9,16998
3508,30,7,3588
3509,30,6,47192
3510,30,5,26189
3511,30,4,19681
3512,30,3,21628
3513,30,2,13558
3514,30,1,48475
3515,30,1,47288
3516,30,1,18822
3517,30,2,18285
3518,30,1,39517
3519,30,1,49877
3520,30,1,43258
3521,30,1,23598
3522,30,1,37353
3523,30,1,19419
3524,30,1,22861
3525,30,1,37125
3526,30,1,35848
3527,30,2,14546
3528,30,1,6341
3529,30,1,22276
3530,30,1,29698
3531,30,1,1277
3532,30,1,47859
3533,30,1,2546
3534,30,1,24367
3535,30,1,14331
3536,30,1,16425
3537,30,2,32853
3538,30,1,11347
3539,30,1,9396
3540,30,1,31192
3541,30,1,34946
3542,30,1,45821
3543,30,1,41157
3544,30,1,42656
3545,30,1,44217
3546,30,1,3787
3547,30,2,49728
3548,30,1,4565
3549,30,1,46944
3550,30,1,23664
3551,30,1,18738
3552,30,1,45861
3553,30,1,3811
3554,30,1,9356
3555,30,1,16392
3556,30,1,16813
3557,30,2,6958
3558,30,1,14876
3559,30,1,17755
3560,30,1,21984
3561,30,1,23939
3562,30,1,46915
3563,30,1,25662
3564,30,1,34157
3565,30,1,42271
3566,30,1,46916
3567,30,2,17473
3568,30,1,12469
3569,30,1,33858
3570,30,1,13932
3571,30,1,12427
3572,30,1,24746
3573,30,1,29635
3574,30,1,43927
3575,30,1,46723
3576,30,1,27191
3577,30,2,19784
3578,30,1,31442
3579,30,1,32188
3580,30,1,33692
3581,30,1,12462
3582,30,1,36234
3583,30,1,23978
3584,30,1,4517
3585,30,1,42965
3586,30,1,38248
3587,30,2,9974
3588,30,1,3783
3589,30,1,38333
3590,30,1,4827
3591,30,1,31395
3592,30,1,2395
3593,30,1,48594
3594,30,1,46739
3595,30,1,34727
3596,30,1,15446
3597,30,2,37394
3598,30,1,29694
3599,30,1,7163
3600,30,1,8523
3601,30,1,6878
3602,30,1,45717
3603,30,1,23489
3604,30,1,5966
3605,30,1,46762
3606,30,1,6553
3607,30,2,37842
3608,30,1,12927
3609,30,1,9119
3610,30,1,32864
3611,30,1,3784
3612,30,1,7235
3613,30,1,13257
3614,30,1,7264
3615,30,1,24429
3616,30,1,3314
3617,30,2,47194
3618,30,1,17591
3619,30,1,32373
3620,30,1,23921
3621,30,1,11893
3622,30,1,47624
3623,30,1,34937
3624,30,1,16533
3625,30,1,24599
3626,30,1,35375
3627,30,2,13495
3628,30,1,18584
3629,30,1,48358
3630,30,1,12939
3631,30,1,19374
3632,30,1,43695
3633,30,1,6357
3634,30,1,12129
3635,30,1,5784
3636,30,1,26576
3637,30,2,9351
3638,30,1,46168
3639,30,1,9147
3640,30,1,14593
3641,30,1,21786
3642,30,1,47624
3643,30,1,47741
3644,30,1,9385
3645,30,1,32845
3646,30,1,23592
3647,30,2,28833
3648,30,1,6812
3649,30,1,44153
3650,30,1,34477
3651,30,1,16164
3652,30,1,22524
3653,30,1,26782
3654,30,1,34463
3655,30,1,12227
3656,30,1,7261
3657,30,2,27323
3658,30,1,43651
3659,30,1,19999
3660,30,1,32235
3661,30,1,19352
3662,30,1,45844
3663,30,1,17793
3664,30,1,43142
3665,30,1,1398
3666,30,1,13767
3667,30,2,48822
3668,30,1,19461
3669,30,1,9444
3670,30,1,25727
3671,30,1,28124
3672,30,1,1126
3673,30,1,28383
3674,30,1,37287
3675,30,1,2447
3676,30,1,3616
3677,30,2,33522
3678,30,1,41217
3679,30,1,2128
3680,30,1,33322
3681,30,1,38518
3682,30,1,1931
3683,30,1,31185
3684,30,1,33123
3685,30,1,12347
3686,30,1,7116
3687,30,2,24923
3688,30,1,38888
3689,30,1,42464
3690,30,1,11216
3691,30,1,28346
3692,30,1,45424
3693,30,1,1976
3694,30,1,28445
3695,30,1,41842
3696,30,1,32876
3697,30,2,8815
3698,30,1,8163
3699,30,1,44336
3700,30,1,16581
3701,30,1,14435
3702,30,1,38416
3703,30,1,38784
3704,30,1,34755
3705,30,1,39977
3706,30,1,21434
3707,30,2,36848
3708,30,1,48241
3709,30,1,39773
3710,30,1,21662
3711,30,1,48991
3712,30,1,42437
3713,30,1,38833
3714,30,1,28923
3715,30,1,48193
3716,30,1,24533
3717,30,2,44561
3718,30,1,34334
3719,30,1,41424
3720,30,1,39158
3721,30,1,13699
3722,30,1,8871
3723,30,1,27997
3724,30,1,22715
3725,30,1,38128
3726,30,1,28835
3727,30,2,15473
3728,30,1,9182
3729,30,1,36316
3730,30,1,48856
3731,30,1,26661
3732,30,1,48462
3733,30,1,49825
3734,30,1,18913
3735,30,1,11377
3736,30,1,2571
3737,30,2,43791
3738,30,1,8293
3739,30,1,1147
3740,30,1,18189
3741,30,1,17187
3742,30,1,47463
3743,30,1,6347
3744,30,1,25596
3745,30,1,8517
3746,30,1,17419
3747,30,2,7797
3748,30,1,2972
3749,30,1,35666
3750,30,1,44183
3751,30,1,26829
3752,30,1,34941
3753,30,1,26847
3754,30,1,16437
3755,30,1,19558
3756,30,1,46341
3757,30,2,6291
3758,30,1,29668
3759,30,1,47132
3760,30,1,16936
3761,31,26,5684
3762,31,24,44576
3763,31,23,9999
3764,31,22,46117
3765,31,21,35834
3766,31,20,14458
3767,31,19,9671
3768,31,18,49926
3769,31,17,49656
3770,31,17,12623
3771,31,15,11865
3772,31,14,47497
3773,31,13,28373
3774,31,12,14965
3775,31,11,26628
3776,31,10,6931
3777,31,9,48632
3778,31,8,46635
3779,31,8,11284
3780,31,6,31472
3781,31,5,17569
3782,31,4,24833
3783,31,3,2772
3784,31,2,17356
3785,31,1,32932
3786,31,1,32259
3787,31,1,11494
3788,31,2,22956
3789,31,1,29656
3790,31,1,16357
3791,31,1,35669
3792,31,1,38314
3793,31,1,41123
3794,31,1,13477
3795,31,1,23182
3796,31,1,1938
3797,31,2,12629
3798,31,1,38139
3799,31,1,45355
3800,31,1,2739
3801,31,1,11186
3802,31,1,1299
3803,31,1,28784
3804,31,1,48665
3805,31,1,39592
3806,31,2,4743
3807,31,1,29197
3808,31,1,39716
3809,31,1,22558
3810,31,1,39422
3811,31,1,1175
3812,31,1,6316
3813,31,1,35342
3814,31,1,35194
3815,31,2,31384
3816,31,1,44692
3817,31,1,18358
3818,31,1,33144
3819,31,1,25187
3820,31,1,18894
3821,31,1,29989
3822,31,1,21568
3823,31,1,17293
3824,31,2,16598
3825,31,1,2442
3826,31,1,4925
3827,31,1,6486
3828,31,1,36683
3829,31,1,14743
3830,31,1,1344
3831,31,1,16882
3832,31,1,11634
3833,31,2,16982
3834,31,1,46824
3835,31,1,6762
3836,31,1,32921
3837,31,1,13725
3838,31,1,47687
3839,31,1,38134
3840,31,1,42886
3841,31,1,19942
3842,31,2,25528
3843,31,1,6223
3844,31,1,23257
3845,31,1,25837
3846,31,1,38692
3847,31,1,29339
3848,31,1,48751
3849,31,1,45538
3850,31,1,23235
3851,31,2,2731
3852,31,1,37772
3853,31,1,47786
3854,31,1,32265
3855,31,1,46675
3856,31,1,49458
3857,31,1,34717
3858,31,1,17994
3859,31,1,34677
3860,31,2,19977
3861,31,1,37363
3862,31,1,29267
3863,31,1,27355
3864,31,1,26261
3865,31,1,27681
3866,31,1,48953
3867,31,1,5267
3868,31,1,34544
3869,31,2,38548
3870,31,1,49757
3871,31,1,26427
3872,31,1,2919
3873,31,1,19821
3874,31,1,39399
3875,31,1,22974
3876,31,1,26621
3877,31,1,49573
3878,31,2,32412
3879,31,1,18314
3880,31,1,34537
3881,31,1,16761
3882,31,1,45581
3883,31,1,48366
3884,31,1,24198
3885,31,1,4598
3886,31,1,25535
3887,31,2,13324
3888,31,1,39838
3889,31,1,8448
3890,31,1,39457
3891,31,1,9149
3892,31,1,27274
3893,31,1,21855
3894,31,1,4534
3895,31,1,12292
3896,31,2,8739
3897,31,1,48737
3898,31,1,24533
3899,31,1,5276
3900,31,1,36737
3901,31,1,32479
3902,31,1,28315
3903,31,1,37176
3904,31,1,38925
3905,31,2,35953
3906,31,1,7195
3907,31,1,22968
3908,31,1,22548
3909,31,1,32759
3910,31,1,23342
3911,31,1,24635
3912,31,1,18147
3913,31,1,13616
3914,31,2,48948
3915,31,1,41878
3916,31,1,44451
3917,31,1,46225
3918,31,1,41789
3919,31,1,47288
3920,31,1,46778
3921,31,1,6992
3922,31,1,1678
3923,31,2,29543
3924,31,1,15325
3925,31,1,38389
3926,31,1,2146
3927,31,1,5281
3928,31,1,9342
3929,31,1,15148
3930,31,1,29616
3931,31,1,31478
3932,31,2,33199
3933,31,1,19831
3934,31,1,6145
3935,31,1,1331
3936,31,1,18525
3937,31,1,27527
3938,31,1,13358
3939,31,1,1932
3940,31,1,48677
3941,31,2,43725
3942,31,1,14471
3943,31,1,9153
3944,31,1,6943
3945,31,1,2697
3946,31,1,37841
3947,31,1,42344
3948,31,1,48329
3949,31,1,47463
3950,31,2,27429
3951,31,1,5522
3952,31,1,7579
3953,31,1,43514
3954,31,1,24656
3955,31,1,27435
3956,31,1,4442
3957,31,1,21372
3958,31,1,23116
3959,31,2,49345
3960,31,1,13353
3961,31,1,24489
3962,31,1,23467
3963,31,1,19154
3964,31,1,47966
3965,31,1,5289
3966,31,1,23998
3967,31,1,38616
3968,31,2,5197
3969,31,1,22347
3970,31,1,48451
3971,31,1,22484
3972,31,1,46685
3973,31,1,26461
3974,31,1,22893
3975,31,1,4115
3976,31,1,43972
3977,31,2,18195
3978,32,27,3855
3979,32,25,7766
3980,32,24,11119
3981,32,23,42551
3982,32,22,29487
3983,32,21,31384
3984,32,20,44973
3985,32,19,47725
3986,32,18,1414
3987,32,17,36111
3988,32,17,27462
3989,32,15,8612
3990,32,14,27687
3991,32,13,36716
3992,32,12,39184
3993,32,11,7642
3994,32,10,33894
3995,32,9,37764
3996,32,8,31121
3997,32,7,3972
3998,32,7,32818
3999,32,5,34717
4000,32,4,31173
4001,32,3,46212
4002,32,2,26477
4003,32,1,11741
4004,32,1,39819
4005,32,1,6943
4006,32,1,32452
4007,32,1,48475
4008,32,2,44124
4009,32,1,22841
4010,32,1,1918
4011,32,1,16457
4012,32,1,14665
4013,32,1,41737
4014,32,1,45966
4015,32,1,44593
4016,32,1,13496
4017,32,1,8382
4018,32,2,2836
4019,32,1,33115
4020,32,1,27383
4021,32,1,44398
4022,32,1,36512
4023,32,1,39144
4024,32,1,43565
4025,32,1,29236
4026,32,1,15898
4027,32,1,29987
4028,32,2,11864
4029,32,1,3397
4030,32,1,24847
4031,32,1,19313
4032,32,1,38714
4033,32,1,48515
4034,32,1,45946
4035,32,1,1667
4036,32,1,21554
4037,32,1,39684
4038,32,2,8652
4039,32,1,8339
4040,32,1,43142
4041,32,1,39539
4042,32,1,41522
4043,32,1,44379
4044,32,1,34256
4045,32,1,9353
4046,32,1,13427
4047,32,1,4938
4048,32,2,13193
4049,32,1,38219
4050,32,1,29288
4051,32,1,4377
4052,32,1,6412
4053,32,1,7522
4054,32,1,18741
4055,32,1,23379
4056,32,1,38344
4057,32,1,28984
4058,32,2,44529
4059,32,1,14997
4060,32,1,39128
4061,32,1,23876
4062,32,1,39852
4063,32,1,1195
4064,32,1,43558
4065,32,1,45514
4066,32,1,13419
4067,32,1,4535
4068,32,2,38991
4069,32,1,41643
4070,32,1,35897
4071,32,1,16247
4072,32,1,49524
4073,32,1,35499
4074,32,1,38772
4075,32,1,1825
4076,32,1,32885
4077,32,1,38589
4078,32,2,29139
4079,32,1,4381
4080,32,1,6878
4081,32,1,46862
4082,32,1,48481
4083,32,1,13885
4084,32,1,16266
4085,32,1,36655
4086,32,1,5554
4087,32,1,19532
4088,32,2,12964
4089,32,1,13229
4090,32,1,33396
4091,32,1,2842
4092,32,1,4795
4093,32,1,23193
4094,32,1,46693
4095,32,1,46437
4096,32,1,26973
4097,32,1,45158
4098,32,2,37531
4099,32,1,48827
4100,32,1,34475
4101,32,1,42823
4102,32,1,12883
4103,32,1,16478
4104,32,1,13471
4105,32,1,13226
4106,32,1,26166
4107,32,1,34385
4108,32,2,48753
4109,32,1,12726
4110,32,1,36725
4111,32,1,1425
4112,32,1,41141
4113,32,1,46544
4114,32,1,9188
4115,32,1,17146
4116,32,1,38153
4117,32,1,41597
4118,32,2,34855
4119,32,1,17166
4120,32,1,8997
4121,32,1,6724
4122,32,1,7291
4123,32,1,38746
4124,32,1,22482
4125,32,1,17565
4126,32,1,11377
4127,32,1,34971
4128,32,2,11688
4129,32,1,48647
4130,32,1,21988
4131,32,1,24521
4132,32,1,16999
4133,32,1,47743
4134,32,1,26796
4135,32,1,44146
4136,32,1,14383
4137,32,1,11648
4138,32,2,12488
4139,32,1,25625
4140,32,1,16317
4141,32,1,29393
4142,32,1,44167
4143,32,1,8634
4144,32,1,45121
4145,32,1,27224
4146,32,1,18479
4147,32,1,11613
4148,32,2,48541
4149,32,1,11349
4150,32,1,23417
4151,32,1,11714
4152,32,1,35119
4153,32,1,38155
4154,32,1,15218
4155,32,1,37187
4156,32,1,3936
4157,32,1,47679
4158,32,2,2373
4159,32,1,33719
4160,32,1,29437
4161,32,1,46833
4162,32,1,35863
4163,32,1,41234
4164,32,1,14415
4165,32,1,14523
4166,32,1,12264
4167,32,1,39385
4168,32,2,15778
4169,32,1,18878
4170,32,1,49397
4171,32,1,44233
4172,32,1,31873
4173,32,1,37519
4174,32,1,2768
4175,32,1,35498
4176,32,1,26844
4177,32,1,13766
4178,32,2,19727
4179,32,1,37532
4180,32,1,31174
4181,32,1,45547
4182,32,1,44817
4183,32,1,27719
4184,32,1,7217
4185,32,1,23114
4186,32,1,46875
4187,32,1,36995
4188,32,2,34544
4189,32,1,36843
4190,32,1,15315
4191,32,1,4225
4192,32,1,23712
4193,32,1,2226
4194,32,1,38137
4195,32,1,31442
4196,32,1,3273
4197,32,1,31386
4198,32,2,49177
4199,32,1,21871
4200,32,1,15413
4201,32,1,34649
4202,32,1,34771
4203,32,1,44472
4204,32,1,2942
4205,32,1,33666
4206,32,1,19679
4207,32,1,24235
4208,32,2,26747
4209,32,1,22643
4210,32,1,42781
4211,32,1,26148
4212,32,1,3284
4213,32,1,49695
4214,32,1,12241
4215,32,1,22354
4216,32,1,31772
4217,32,1,17666
4218,32,2,36498
4219,32,1,7165
4220,32,1,28846
4221,32,1,24834
4222,32,1,37274
4223,32,1,42459
4224,32,1,6717
4225,32,1,12727
4226,32,1,8781
4227,32,1,11884
4228,32,2,38727
4229,32,1,45213
4230,32,1,37859
4231,32,1,47969
4232,32,1,39892
4233,32,1,28151
4234,32,1,16877
4235,32,1,22358
4236,32,1,5631
4237,32,1,45957
4238,33,11,37697
4239,33,9,2126
4240,33,8,19489
4241,33,7,32681
4242,33,6,18436
4243,33,5,45294
4244,33,4,14287
4245,33,3,14512
4246,33,2,29492
4247,33,1,18449
4248,33,1,31852
4249,33,1,18688
4250,33,1,11364
4251,33,2,27155
4252,33,1,33145
4253,33,1,28558
4254,33,1,25279
4255,33,1,45945
4256,33,1,23169
4257,33,1,24788
4258,33,1,33791
4259,33,1,8793
4260,33,1,24985
4261,33,1,29493
4262,33,1,2745
4263,33,1,31399
4264,33,2,27732
4265,33,1,44951
4266,33,1,28652
4267,33,1,46225
4268,33,1,27527
4269,33,1,15375
4270,33,1,16364
4271,33,1,49111
4272,33,1,22884
4273,33,1,12348
4274,33,1,1564
4275,33,1,47616
4276,33,1,41499
4277,33,2,3252
4278,33,1,36374
4279,33,1,17354
4280,33,1,18688
4281,33,1,33414
4282,33,1,18366
4283,33,1,47266
4284,33,1,7188
4285,33,1,45547
4286,33,1,19519
4287,33,1,25676
4288,33,1,1919
4289,33,1,28452
4290,33,2,33915
4291,33,1,34955
4292,33,1,6682
4293,33,1,16636
4294,33,1,6715
4295,33,1,17347
4296,33,1,8758
4297,33,1,6719
4298,33,1,18756
4299,33,1,9954
4300,33,1,42167
4301,33,1,14944
4302,33,1,11622
4303,33,2,22519
4304,33,1,43322
4305,33,1,16897
4306,33,1,24355
4307,33,1,41899
4308,33,1,42297
4309,33,1,48442
4310,33,1,35488
4311,33,1,31783
4312,33,1,14343
4313,33,1,15982
4314,33,1,42778
4315,33,1,24981
4316,33,2,49642
4317,33,1,19335
4318,33,1,44977
4319,33,1,16674
4320,33,1,6559
4321,33,1,23696
4322,33,1,5349
4323,33,1,4278
4324,33,1,44769
4325,33,1,33592
4326,33,1,15817
4327,33,1,44286
4328,33,1,6572
4329,33,2,39159
4330,33,1,29381
4331,33,1,34616
4332,33,1,7985
4333,33,1,11197
4334,33,1,39335
4335,33,1,29459
4336,33,1,27453
4337,33,1,11479
4338,33,1,46613
4339,33,1,2979
4340,33,1,7226
4341,33,1,22934
4342,33,2,31732
4343,33,1,41572
4344,33,1,14879
4345,33,1,24372
4346,33,1,1661
4347,33,1,49568
4348,33,1,28696
4349,33,1,13983
4350,33,1,43397
4351,33,1,5599
4352,33,1,27954
4353,33,1,44582
4354,33,1,12512
4355,33,2,21331
4356,33,1,45988
4357,33,1,21538
4358,33,1,17942
4359,33,1,36717
4360,33,1,25917
4361,33,1,31754
4362,34,9,18873
4363,34,7,47699
4364,34,6,45743
4365,34,5,24437
4366,34,4,9749
4367,34,3,1996
4368,34,2,38476
4369,34,1,31299
4370,34,1,42141
4371,34,1,48347
4372,34,1,28941
4373,34,1,31292
4374,34,1,28646
4375,34,1,11961
4376,34,2,46188
4377,34,1,37567
4378,34,1,3822
4379,34,1,7277
4380,34,1,32627
4381,34,1,2569
4382,34,1,2135
4383,34,1,14211
4384,34,1,7122
4385,34,1,37325
4386,34,1,7929
4387,34,1,33497
4388,34,1,37851
4389,34,1,35414
4390,34,2,37929
4391,34,1,25498
4392,34,1,17537
4393,34,1,12986
4394,34,1,21268
4395,34,1,1325
4396,34,1,44558
4397,34,1,18267
4398,34,1,15836
4399,34,1,35785
4400,34,1,3667
4401,34,1,44176
4402,34,1,42323
4403,34,1,2537
4404,34,2,21627
4405,34,1,22885
4406,34,1,39635
4407,34,1,2919
4408,34,1,28872
4409,34,1,22828
4410,34,1,48942
4411,34,1,23672
4412,34,1,13588
4413,34,1,37344
4414,34,1,1349
4415,34,1,29841
4416,34,1,7362
4417,34,1,17137
4418,34,2,39236
4419,34,1,4821
4420,34,1,41967
4421,34,1,25127
4422,34,1,37158
4423,34,1,7819
4424,34,1,39879
4425,34,1,47999
4426,34,1,28675
4427,34,1,29624
4428,34,1,31955
4429,34,1,28253
4430,34,1,23375
4431,34,1,5347
4432,34,2,27297
4433,34,1,6357
4434,34,1,35556
4435,34,1,36981
4436,34,1,46755
4437,34,1,41265
4438,34,1,15418
